City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Cermik,TR,38.1361,39.4493,30.69,68,0,6.13,clear sky
446,Sola,VU,-13.8833,167.55,84.87,79,100,3.44,heavy intensity rain
447,Rockhampton,AU,-23.3833,150.5,87.69,35,17,9.22,few clouds
448,Bad Aussee,AT,47.61,13.7824,33.04,98,76,4.03,broken clouds
449,Maneadero,MX,31.7167,-116.5667,59.18,56,0,5.01,clear sky
450,Bathsheba,BB,13.2167,-59.5167,77.61,53,20,21.85,few clouds
451,Cairns,AU,-16.9167,145.7667,95.29,57,4,13.8,clear sky
452,Damietta,EG,31.4165,31.8133,55.29,70,0,9.01,clear sky
453,Raiwind,PK,31.2544,74.2178,51.91,29,0,2.19,clear sky
454,Red Bluff,US,40.1785,-122.2358,75.88,59,0,0.0,clear sky
455,Berbera,SO,10.4396,45.0143,72.95,63,44,6.13,scattered clouds
456,Oranjemund,NA,-28.55,16.4333,66.27,82,100,13.18,light rain
457,Richards Bay,ZA,-28.783,32.0377,70.25,90,3,5.75,clear sky
458,Faya,SA,18.3851,42.4509,51.91,89,10,3.31,clear sky
459,Jiangyou,CN,31.7667,104.7167,46.29,76,99,4.76,overcast clouds
460,Buraydah,SA,26.326,43.975,48.65,50,0,9.62,clear sky
461,Baculin,PH,7.4525,126.5842,84.2,65,93,3.85,overcast clouds
462,Rabo De Peixe,PT,37.8,-25.5833,60.28,84,75,8.05,broken clouds
463,Port Moresby,PG,-9.4431,147.1797,87.22,62,40,13.8,haze
464,Acarau,BR,-2.8856,-40.12,77.49,82,83,9.1,broken clouds
465,Kyren,RU,51.6828,102.1408,-3.35,89,51,1.68,broken clouds
466,Ahipara,NZ,-35.1667,173.1667,78.94,81,84,22.1,broken clouds
467,Uray,RU,60.1247,64.7758,3.87,94,100,12.3,light snow
468,Lonavale,IN,18.75,73.4167,69.84,30,15,8.1,few clouds
469,Erdenet,MN,49.0333,104.0833,-5.37,90,83,1.59,broken clouds
470,Miri,MY,4.4148,114.0089,84.34,74,40,4.61,scattered clouds
471,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,22,0,5.75,clear sky
472,Kisangani,CD,0.5167,25.2,71.38,77,100,2.62,overcast clouds
473,Durban,ZA,-29.8579,31.0292,78.03,92,45,1.99,scattered clouds
474,Ilulissat,GL,69.2167,-51.1,30.22,59,100,17.27,overcast clouds
475,Bray,IE,53.2028,-6.0983,48.42,83,100,23.2,overcast clouds
476,Prichard,US,30.7388,-88.0789,51.58,90,0,5.75,mist
477,Aktash,RU,50.3,87.7333,-11.65,71,1,5.06,clear sky
478,Quelimane,MZ,-17.8786,36.8883,75.15,94,75,8.05,moderate rain
479,Toora-Khem,RU,52.4675,96.11,-13.58,97,100,2.13,overcast clouds
480,Mangan,IN,27.5167,88.5333,62.89,23,0,3.42,clear sky
481,Atikokan,CA,48.7555,-91.6216,-15.21,91,61,6.78,broken clouds
482,Cabra,ES,37.4725,-4.4421,50.13,78,4,5.21,clear sky
483,Seoul,KR,37.5683,126.9778,51.31,32,0,5.75,haze
484,Srandakan,ID,-7.9386,110.2506,76.73,62,100,1.03,overcast clouds
485,Farafangana,MG,-22.8167,47.8333,77.54,83,49,3.47,scattered clouds
486,College,US,64.8569,-147.8028,1.98,78,75,6.91,broken clouds
487,Lethem,GY,3.3803,-59.7968,78.51,67,44,12.71,scattered clouds
488,Rocha,UY,-34.4833,-54.3333,67.82,96,97,2.53,overcast clouds
489,Amaraji,BR,-8.3831,-35.4525,79.45,93,48,3.36,scattered clouds
490,Yuncheng,CN,35.0231,110.9928,45.63,47,100,3.6,overcast clouds
491,Thompson,CA,55.7435,-97.8558,-21.84,76,75,5.75,broken clouds
492,Gomel,BY,52.4345,30.9754,34.77,75,75,8.95,broken clouds
493,Dedza,MW,-14.3779,34.3332,57.69,97,100,1.41,light rain
494,Arroyo,ES,41.6096,-4.7969,49.19,75,20,5.75,few clouds
495,Sorland,NO,67.667,12.6934,32.92,54,82,24.14,broken clouds
496,Tivaouane,SN,14.9515,-16.8129,75.54,16,10,13.04,clear sky
497,Mataram,ID,-8.5833,116.1167,88.61,75,94,5.5,overcast clouds
498,Alta Floresta,BR,-9.8756,-56.0861,71.44,96,98,2.42,overcast clouds
499,Beyneu,KZ,45.3167,55.2,32.68,82,89,9.48,overcast clouds
500,Moussoro,TD,13.6408,16.4901,60.96,20,2,12.97,clear sky
501,Preston,GB,53.7667,-2.7167,44.15,84,100,18.14,overcast clouds
502,Tarakan,ID,3.3,117.6333,80.37,75,76,0.69,broken clouds
503,Longhua,CN,23.6137,114.1919,72.9,62,52,4.09,broken clouds
504,Grimstad,NO,58.3405,8.5934,39.11,75,100,21.27,overcast clouds
505,De Aar,ZA,-30.6497,24.0123,71.13,27,0,4.05,clear sky
506,Baherden,TM,38.4362,57.4316,43.84,70,63,2.13,broken clouds
507,Fairbanks,US,64.8378,-147.7164,1.98,78,75,6.91,broken clouds
508,Rumphi,MW,-11.0186,33.8575,63.54,96,100,0.72,overcast clouds
509,Grandola,PT,38.1772,-8.5668,56.35,84,100,1.25,overcast clouds
510,Paoua,CF,7.2427,16.4406,65.17,18,39,3.71,scattered clouds
511,Teahupoo,PF,-17.8333,-149.2667,76.53,74,80,14.74,broken clouds
512,Nizwa,OM,22.9333,57.5333,64.13,50,0,0.54,clear sky
513,Chabahar,IR,25.2919,60.643,69.22,62,0,5.86,clear sky
514,Svetlogorsk,BY,52.6333,29.7333,31.46,93,100,8.46,overcast clouds
515,Cassilandia,BR,-19.1133,-51.7342,70.83,92,1,2.82,clear sky
516,Tondano,ID,1.3038,124.9112,78.89,68,72,3.76,broken clouds
517,Preobrazheniye,RU,42.9019,133.9064,28.76,41,74,13.69,broken clouds
518,Rypin,PL,53.066,19.4094,30.38,83,7,8.68,clear sky
519,Gondanglegi,ID,-7.7479,112.0132,77.68,89,100,7.34,overcast clouds
520,Pasvalys,LT,56.0594,24.4036,27.72,79,8,9.44,clear sky
521,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,79,93,3.96,overcast clouds
522,Beinamar,TD,8.6698,15.3813,66.96,17,3,3.6,clear sky
523,Talara,PE,-4.5772,-81.2719,72.28,83,2,9.66,clear sky
524,Dzaoudzi,YT,-12.7887,45.2699,78.69,89,75,10.36,broken clouds
525,Ampanihy,MG,-24.7,44.75,75.04,84,42,8.86,scattered clouds
526,Bissau,GW,11.8636,-15.5977,72.25,25,0,9.44,clear sky
527,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.82,96,100,1.41,moderate rain
528,Bogande,BF,12.9714,-0.1436,69.57,12,0,7.76,clear sky
529,Dolzhanskaya,RU,46.6311,37.8039,38.91,87,97,15.23,overcast clouds
530,Arlit,NE,18.7369,7.3853,59.5,20,2,2.55,clear sky
531,Pipraich,IN,26.8264,83.53,60.48,61,0,5.17,clear sky
532,Martapura,ID,-3.4167,114.85,83.35,66,97,2.68,heavy intensity rain
533,Iquique,CL,-20.2208,-70.1431,68.04,74,2,2.89,clear sky
534,Lufilufi,WS,-13.8745,-171.5986,83.98,74,40,11.16,scattered clouds
535,Kirakira,SB,-10.4544,161.9205,80.96,81,100,2.44,heavy intensity rain
536,Saint-Francois,FR,46.4154,3.9054,27.68,91,73,2.3,broken clouds
537,Dunedin,NZ,-45.8742,170.5036,58.8,73,100,10.0,overcast clouds
538,Kawardha,IN,22.0167,81.25,69.66,21,17,4.38,few clouds
539,Beringovskiy,RU,63.05,179.3167,-23.57,94,21,9.55,few clouds
540,Clearlake,US,38.9582,-122.6264,61.43,47,65,2.77,broken clouds
541,Sakakah,SA,29.9697,40.2064,42.37,63,0,7.56,clear sky
542,Meulaboh,ID,4.1363,96.1285,82.87,66,89,2.84,overcast clouds
543,Caravelas,BR,-17.7125,-39.2481,75.22,90,42,3.71,scattered clouds
544,Sangre Grande,TT,10.5835,-61.1177,75.16,83,52,12.01,broken clouds
545,Maragogi,BR,-9.0122,-35.2225,77.47,85,36,6.73,scattered clouds
546,Okulovka,RU,58.4008,33.2908,22.03,92,99,8.79,overcast clouds
547,Dalbandin,PK,28.8947,64.4101,60.53,17,0,1.88,clear sky
548,Rorvik,NO,64.8621,11.2373,35.94,58,100,31.54,overcast clouds
549,Haines Junction,CA,60.7522,-137.5108,24.75,80,100,2.3,overcast clouds
550,Tukrah,LY,32.5341,20.5791,50.67,79,1,7.67,clear sky
551,Curitibanos,BR,-27.2828,-50.5844,58.75,99,28,3.83,scattered clouds
552,Ixtapa,MX,20.7,-105.2,70.83,78,0,3.44,clear sky
553,Katyuzhanka,UA,50.806,30.1376,33.66,98,100,10.16,light snow
554,Tabuk,PH,17.4189,121.4443,79.34,69,31,7.65,scattered clouds
555,Talnakh,RU,69.4865,88.3972,-10.17,84,98,9.71,overcast clouds
556,Frantiskovy Lazne,CZ,50.1203,12.3517,31.14,96,29,0.11,scattered clouds
557,Opuwo,NA,-18.0607,13.84,66.9,92,99,3.11,overcast clouds
558,Omsukchan,RU,62.5333,155.8,-15.86,85,72,4.72,broken clouds
559,Bedele,ET,8.456,36.353,59.04,66,84,1.19,broken clouds
560,San Borja,BO,-14.8167,-66.85,76.01,90,94,2.44,overcast clouds
561,Oga,IT,46.4631,10.347,24.24,41,6,1.63,clear sky
562,Raudeberg,NO,61.9875,5.1352,39.87,88,100,11.01,light rain
563,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,39,75,9.22,broken clouds
564,Ostrovnoy,RU,68.0531,39.5131,14.74,96,97,7.27,overcast clouds
565,Deputatskiy,RU,69.3,139.9,-13.4,94,100,5.57,overcast clouds
566,Mareeba,AU,-17.0,145.4333,90.66,58,2,6.96,clear sky
567,Vakhtan,RU,57.9659,46.6889,21.13,96,97,6.33,overcast clouds
568,Yakuplu,TR,40.9889,28.6758,42.01,100,2,0.0,clear sky
569,Kota Kinabalu,MY,5.9749,116.0724,87.78,74,20,3.44,few clouds
570,Montalvo,EC,-1.8,-79.3333,75.02,97,78,1.81,light rain
571,Kattivakkam,IN,13.2167,80.3167,83.07,75,14,12.57,few clouds
572,Elat,IL,29.5581,34.9482,49.84,71,0,8.05,clear sky
573,Sault Sainte Marie,CA,46.5168,-84.3333,12.76,66,100,16.11,overcast clouds
574,Manavadar,IN,21.5,70.1333,64.18,26,1,9.73,clear sky
575,Broken Hill,AU,-31.95,141.4333,82.11,24,0,10.36,clear sky
576,Kempsey,AU,-31.0833,152.8333,72.95,80,87,8.01,overcast clouds
577,Polis,CY,35.0367,32.4264,44.42,90,0,1.95,clear sky
578,Anjozorobe,MG,-18.4,47.8667,64.72,82,98,6.13,overcast clouds
579,Koutiala,ML,12.3917,-5.4642,68.09,16,0,10.18,clear sky
580,Pudozh,RU,61.8099,36.5345,17.69,95,100,8.34,overcast clouds
581,Tiarei,PF,-17.5333,-149.3333,82.0,74,68,14.18,broken clouds
582,Port Hedland,AU,-20.3167,118.5667,95.05,52,75,8.05,broken clouds
583,Hay River,CA,60.8156,-115.7999,-13.04,84,40,3.44,scattered clouds
584,Bose,IT,45.4612,8.0137,42.21,52,12,4.27,few clouds
585,Vostok,RU,46.4856,135.8833,16.2,92,100,5.14,snow
586,Kokoda,PG,-8.8785,147.7407,89.02,50,99,3.51,overcast clouds
587,Pecos,US,31.4229,-103.4932,59.09,26,0,10.36,clear sky
588,Dera Bugti,PK,29.0307,69.151,63.36,23,0,0.78,clear sky
589,Dahra,DZ,36.2546,0.8519,42.19,94,69,3.76,broken clouds
590,Ruwi,OM,23.5996,58.5507,62.29,48,0,2.59,clear sky
591,Novotroitskaya,RU,45.3267,41.5253,35.55,92,8,5.68,clear sky
592,Nongan,CN,44.382,125.1685,14.41,58,76,4.45,broken clouds
593,Mana,GF,5.6592,-53.7767,76.1,87,70,9.93,broken clouds
594,Airai,TL,-8.9266,125.4092,72.25,72,91,1.63,overcast clouds
595,Imperia,IT,43.9667,7.7833,43.99,41,0,10.56,clear sky
596,Kungurtug,RU,50.5994,97.5228,-10.61,90,27,1.5,scattered clouds
597,Upata,VE,8.0086,-62.3989,68.67,83,11,4.36,few clouds
598,Chulumani,BO,-16.4096,-67.5263,63.72,98,100,0.63,overcast clouds
599,Port Lincoln,AU,-34.7333,135.8667,73.72,53,0,11.9,clear sky
600,Chivilcoy,AR,-34.8957,-60.0167,56.01,10,100,5.99,overcast clouds
601,Kholm,RU,59.2667,32.85,18.63,94,89,8.39,overcast clouds
602,Houma,US,29.5958,-90.7195,55.4,84,47,3.2,scattered clouds
603,Athabasca,CA,54.7169,-113.2854,16.21,86,99,8.32,overcast clouds
604,Yala,TH,6.3333,101.25,79.61,52,99,4.88,overcast clouds
605,Abu Kamal,SY,34.4506,40.9171,47.48,66,1,11.05,clear sky
606,Rapid Valley,US,44.0625,-103.1463,26.42,81,0,9.22,clear sky
607,Maldonado,UY,-34.6667,-54.9167,72.79,93,89,9.69,overcast clouds
608,Pokhara,NP,28.2333,83.9833,58.51,39,0,4.12,clear sky
609,Vilhena,BR,-12.7406,-60.1458,69.69,98,100,2.37,overcast clouds
610,Papara,BR,-3.9839,-38.7273,79.2,97,83,1.57,broken clouds
611,Santa Maria,BR,-29.6842,-53.8069,70.9,83,0,5.75,clear sky
612,Khandbari,NP,27.3747,87.2039,57.33,47,0,2.95,clear sky
613,Pishin,PK,30.5803,66.9961,48.18,28,0,1.68,clear sky
614,Seydi,TM,39.4816,62.9137,36.73,63,17,9.01,few clouds
615,Chapais,CA,49.7834,-74.8492,15.58,98,100,2.13,light snow
616,Matagalpa,NI,12.9256,-85.9175,65.28,95,12,5.26,few clouds
617,Sinnamary,GF,5.3833,-52.95,75.76,89,78,9.51,broken clouds
618,Murray Bridge,AU,-35.1167,139.2667,86.83,20,0,4.99,clear sky
619,Urucui,BR,-7.2294,-44.5561,74.93,90,93,1.74,overcast clouds
620,Ibanda,TZ,-2.7974,32.4746,67.44,94,99,3.29,overcast clouds
621,Tommot,RU,58.9564,126.2925,-6.9,89,100,1.79,overcast clouds
622,Garoua Boulai,CM,5.8833,14.55,62.42,20,6,4.38,clear sky
623,Sisimiut,GL,66.9395,-53.6735,23.97,87,100,9.6,light snow
624,Segovia,ES,41.1667,-4.0,41.83,71,46,4.56,scattered clouds
625,Annau,TM,37.8876,58.516,38.7,100,100,4.61,overcast clouds
626,Puerto Cabezas,NI,14.0351,-83.3888,74.77,89,8,6.98,clear sky
627,Kandi,BJ,11.1342,2.9386,68.38,15,25,5.08,scattered clouds
628,Hualmay,PE,-11.0964,-77.6139,70.07,85,97,8.19,overcast clouds
629,Novorzhev,RU,57.0294,29.3338,17.08,97,44,6.49,scattered clouds
630,Bonthe,SL,7.5264,-12.505,75.49,94,21,3.96,few clouds
631,Areosa,PT,41.7178,-8.8571,53.31,88,17,2.86,few clouds
632,Kloulklubed,PW,7.0419,134.2556,86.5,75,39,19.1,scattered clouds
633,El Sauzal,MX,31.9,-116.6833,58.42,56,0,2.93,clear sky
634,Taber,CA,49.8167,-112.1518,24.31,63,22,10.36,few clouds
635,Kendari,ID,-3.945,122.4989,79.41,87,99,4.36,overcast clouds
636,Guarapari,BR,-20.6667,-40.4975,73.29,94,100,8.61,overcast clouds
637,Dzhebariki-Khaya,RU,62.2167,135.8,-21.26,91,69,0.56,broken clouds
638,Belyy Yar,RU,53.6039,91.3903,-25.71,68,93,2.24,smoke
639,Glinka,RU,54.6404,32.8781,22.3,98,100,6.31,overcast clouds
640,Moyale,KE,3.5167,39.0584,65.66,33,56,4.83,broken clouds
641,Amberley,US,39.2048,-84.428,42.35,87,100,9.22,light rain
642,Alzamay,RU,55.5562,98.6644,-5.13,88,17,3.85,few clouds
643,Zaranj,AF,30.9667,61.8833,44.56,40,0,11.39,clear sky
644,Graham,US,47.0529,-122.2943,46.27,92,0,1.01,light intensity drizzle
645,Itarema,BR,-2.9248,-39.9167,77.63,81,68,8.52,broken clouds
646,Sucre,BO,-19.0333,-65.2627,53.96,77,100,3.47,moderate rain
647,North Bend,US,43.4065,-124.2243,52.16,93,0,0.0,clear sky
648,Lovozero,RU,68.005,35.0117,18.14,96,95,6.26,light snow
649,Lijesnica,BA,44.4942,18.0742,38.64,85,100,3.04,overcast clouds
650,Candido Mendes,BR,-1.4467,-45.7167,75.61,94,100,3.76,overcast clouds
651,Genhe,CN,50.7833,121.5167,2.16,68,68,3.69,broken clouds
652,Kenora,CA,49.8167,-94.4337,-13.61,64,0,8.05,clear sky
653,Finschhafen,PG,-6.6024,147.8681,81.82,76,100,4.94,overcast clouds
654,Fatehpur,IN,25.9333,80.8,61.12,43,0,7.05,clear sky
655,Dekar,BW,-21.5333,21.9333,66.2,76,30,6.46,scattered clouds
656,Salair,RU,54.2312,85.7972,4.14,87,12,2.8,few clouds
657,Luganville,VU,-15.5333,167.1667,84.06,75,100,4.21,overcast clouds
658,Manokwari,ID,-0.8667,134.0833,81.63,73,99,3.94,overcast clouds
659,Korla,CN,41.7597,86.1469,30.15,40,13,7.81,few clouds
660,Lompoc,US,34.6391,-120.4579,62.74,61,0,3.44,clear sky
661,San Vicente,AR,-26.6167,-54.1333,72.3,55,84,2.62,light rain
662,Awbari,LY,26.5921,12.7805,47.07,38,0,7.29,clear sky
663,Faanui,PF,-16.4833,-151.75,82.22,70,100,13.42,overcast clouds
664,Shakhovskaya,RU,56.0283,35.5097,21.52,97,100,7.23,overcast clouds
665,Bantry,IE,51.6833,-9.45,47.68,96,100,23.42,overcast clouds
666,Puerto Colombia,CO,10.9878,-74.9547,80.69,73,14,25.99,few clouds
667,Elizabeth City,US,36.2946,-76.2511,55.02,62,0,10.36,clear sky
668,Acapulco,MX,16.8634,-99.8901,75.7,66,88,4.63,overcast clouds
669,Alexandria,EG,31.2156,29.9553,48.74,87,0,0.0,clear sky
670,Goldsboro,US,35.3849,-77.9928,55.58,44,20,5.75,few clouds
